cod_mun,Alemania,EE.UU.,Francia,Italia,Países Bajos,Reino Unido,Total,Otros,municipio,provincia
01001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alegría-Dulantzi,Araba/Álava
01002,258.0,0.0,330.0,0.0,135.0,0.0,1792.0,1069.0,Amurrio,Araba/Álava
01003,0.0,0.0,147.0,0.0,0.0,0.0,520.0,373.0,Aramaio,Araba/Álava
01004,0.0,0.0,30.0,0.0,0.0,0.0,220.0,190.0,Artziniega,Araba/Álava
01006,0.0,0.0,209.0,0.0,0.0,0.0,486.0,277.0,Armiñón,Araba/Álava
01008,153.0,0.0,1356.0,122.0,326.0,0.0,3375.0,1418.0,Arratzua-Ubarrundia,Araba/Álava
01009,1871.0,30.0,1342.0,1347.0,311.0,147.0,11287.0,6239.0,Asparrena,Araba/Álava
01010,0.0,0.0,221.0,0.0,235.0,0.0,1072.0,616.0,Ayala/Aiara,Araba/Álava
01011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baños de Ebro/Mañueta,Araba/Álava
01013,286.0,0.0,439.0,133.0,177.0,0.0,2083.0,1048.0,Barrundia,Araba/Álava
01014,0.0,0.0,109.0,0.0,0.0,0.0,392.0,283.0,Berantevilla,Araba/Álava
01016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bernedo,Araba/Álava
01017,0.0,0.0,107.0,0.0,0.0,0.0,450.0,343.0,Campezo/Kanpezu,Araba/Álava
01018,0.0,0.0,1906.0,0.0,103.0,0.0,3081.0,1072.0,Zigoitia,Araba/Álava
01019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kripan,Araba/Álava
01020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kuartango,Araba/Álava
01021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elburgo/Burgelu,Araba/Álava
01022,0.0,0.0,162.0,0.0,36.0,0.0,905.0,707.0,Elciego,Araba/Álava
01023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Elvillar/Bilar,Araba/Álava
01027,0.0,0.0,144.0,0.0,0.0,0.0,512.0,368.0,Iruraiz-Gauna,Araba/Álava
01028,0.0,0.0,72.0,0.0,0.0,0.0,441.0,369.0,Labastida/Bastida,Araba/Álava
01030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lagrán,Araba/Álava
01031,238.0,114.0,445.0,32.0,266.0,205.0,2099.0,799.0,Laguardia,Araba/Álava
01032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lanciego/Lantziego,Araba/Álava
01033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lapuebla de Labarca,Araba/Álava
01034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leza,Araba/Álava
01036,417.0,0.0,359.0,0.0,165.0,35.0,1991.0,1015.0,Laudio/Llodio,Araba/Álava
01037,0.0,0.0,146.0,0.0,97.0,0.0,677.0,434.0,Arraia-Maeztu,Araba/Álava
01039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moreda de Álava/Moreda Araba,Araba/Álava
01041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Navaridas,Araba/Álava
01042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Okondo,Araba/Álava
01043,0.0,0.0,97.0,0.0,30.0,0.0,677.0,550.0,Oyón-Oion,Araba/Álava
01044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peñacerrada-Urizaharra,Araba/Álava
01046,153.0,0.0,447.0,0.0,197.0,0.0,1355.0,558.0,Erriberagoitia/Ribera Alta,Araba/Álava
01047,325.0,0.0,2443.0,118.0,179.0,0.0,5091.0,2026.0,Erriberabeitia/Ribera Baja,Araba/Álava
01049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Añana,Araba/Álava
01051,419.0,37.0,594.0,421.0,121.0,0.0,4738.0,3146.0,Agurain/Salvatierra,Araba/Álava
01052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Samaniego,Araba/Álava
01053,967.0,541.0,2801.0,427.0,385.0,103.0,16362.0,11138.0,San Millán/Donemiliaga,Araba/Álava
01054,0.0,0.0,97.0,0.0,0.0,0.0,604.0,507.0,Urkabustaiz,Araba/Álava
01055,46.0,0.0,364.0,0.0,315.0,32.0,1326.0,569.0,Valdegovía/Gaubea,Araba/Álava
01056,0.0,0.0,144.0,0.0,41.0,0.0,546.0,361.0,Harana/Valle de Arana,Araba/Álava
01057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Villabuena de Álava/Eskuernaga,Araba/Álava
01058,444.0,0.0,14777.0,377.0,565.0,217.0,23944.0,7564.0,Legutio,Araba/Álava
01059,11131.0,1875.0,27572.0,3170.0,10005.0,2909.0,96943.0,40281.0,Vitoria-Gasteiz,Araba/Álava
01060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yécora/Iekora,Araba/Álava
01061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zalduondo,Araba/Álava
01062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zambrana,Araba/Álava
01063,117.0,0.0,475.0,0.0,154.0,0.0,1785.0,1039.0,Zuia,Araba/Álava
01901,777.0,0.0,3123.0,527.0,359.0,0.0,8178.0,3392.0,Iruña Oka/Iruña de Oca,Araba/Álava
01902,0.0,0.0,110.0,0.0,0.0,0.0,586.0,476.0,Lantarón,Araba/Álava
02001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abengibre,Albacete
02002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alatoz,Albacete
02003,2282.0,782.0,4258.0,925.0,3353.0,787.0,21509.0,9122.0,Albacete,Albacete
02004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Albatana,Albacete
02005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alborea,Albacete
02006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcadozo,Albacete
02007,0.0,0.0,156.0,0.0,35.0,0.0,658.0,467.0,Alcalá del Júcar,Albacete
02008,0.0,0.0,127.0,0.0,192.0,0.0,723.0,404.0,Alcaraz,Albacete
02009,332.0,156.0,430.0,260.0,1053.0,167.0,4712.0,2314.0,Almansa,Albacete
02010,0.0,0.0,0.0,0.0,123.0,0.0,557.0,434.0,Alpera,Albacete
02011,0.0,0.0,45.0,0.0,0.0,0.0,279.0,234.0,Ayna,Albacete
02012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balazote,Albacete
02013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balsa de Ves,Albacete
02014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Ballestero,Albacete
02015,0.0,0.0,0.0,0.0,30.0,0.0,279.0,249.0,Barrax,Albacete
02016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bienservida,Albacete
02017,0.0,0.0,62.0,0.0,0.0,0.0,223.0,161.0,Bogarra,Albacete
02018,0.0,0.0,0.0,0.0,35.0,0.0,490.0,455.0,Bonete,Albacete
02019,0.0,0.0,0.0,0.0,64.0,0.0,679.0,615.0,El Bonillo,Albacete
02020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Carcelén,Albacete
02021,126.0,0.0,35.0,155.0,37.0,46.0,784.0,385.0,Casas de Juan Núñez,Albacete
02022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casas de Lázaro,Albacete
02023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casas de Ves,Albacete
02024,0.0,0.0,34.0,0.0,0.0,0.0,483.0,449.0,Casas-Ibáñez,Albacete
02025,459.0,43.0,1825.0,847.0,841.0,414.0,7386.0,2957.0,Caudete,Albacete
02026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cenizate,Albacete
02027,0.0,0.0,0.0,0.0,43.0,0.0,302.0,259.0,Corral-Rubio,Albacete
02028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cotillas,Albacete
02029,75.0,0.0,300.0,0.0,256.0,0.0,1715.0,1084.0,Chinchilla de Monte-Aragón,Albacete
02030,0.0,0.0,222.0,0.0,197.0,0.0,907.0,488.0,Elche de la Sierra,Albacete
02031,0.0,0.0,0.0,0.0,34.0,0.0,355.0,321.0,Férez,Albacete
02032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fuensanta,Albacete
02033,0.0,0.0,0.0,0.0,38.0,0.0,319.0,281.0,Fuente-Álamo,Albacete
02034,0.0,0.0,63.0,0.0,0.0,0.0,577.0,514.0,Fuentealbilla,Albacete
02035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Gineta,Albacete
02036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Golosalvo,Albacete
02037,313.0,82.0,967.0,119.0,726.0,34.0,4557.0,2316.0,Hellín,Albacete
02038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Herrera,Albacete
02039,0.0,0.0,84.0,0.0,183.0,0.0,820.0,553.0,Higueruela,Albacete
02040,281.0,0.0,183.0,37.0,203.0,434.0,1686.0,548.0,Hoya-Gonzalo,Albacete
02041,0.0,0.0,31.0,0.0,0.0,0.0,319.0,288.0,Jorquera,Albacete
02042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Letur,Albacete
02043,0.0,0.0,208.0,33.0,345.0,0.0,1229.0,643.0,Lezuza,Albacete
02044,0.0,0.0,199.0,0.0,307.0,0.0,917.0,411.0,Liétor,Albacete
02045,0.0,0.0,0.0,0.0,30.0,0.0,367.0,337.0,Madrigueras,Albacete
02046,0.0,0.0,36.0,0.0,0.0,0.0,685.0,649.0,Mahora,Albacete
02047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masegoso,Albacete
02048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Minaya,Albacete
02049,0.0,0.0,0.0,0.0,167.0,0.0,340.0,173.0,Molinicos,Albacete
02050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montalvos,Albacete
02051,0.0,0.0,0.0,0.0,190.0,0.0,461.0,271.0,Montealegre del Castillo,Albacete
02052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Motilleja,Albacete
02053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Munera,Albacete
02054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Navas de Jorquera,Albacete
02055,0.0,0.0,120.0,0.0,161.0,0.0,678.0,397.0,Nerpio,Albacete
02056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ontur,Albacete
02057,0.0,0.0,239.0,0.0,177.0,0.0,846.0,430.0,Ossa de Montiel,Albacete
02058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paterna del Madera,Albacete
02059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peñascosa,Albacete
02060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peñas de San Pedro,Albacete
02061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pétrola,Albacete
02062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Povedilla,Albacete
02063,0.0,0.0,0.0,0.0,78.0,0.0,359.0,281.0,Pozohondo,Albacete
02064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pozo-Lorente,Albacete
02065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pozuelo,Albacete
02066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La Recueja,Albacete
02067,0.0,0.0,179.0,0.0,208.0,0.0,665.0,278.0,Riópar,Albacete
02068,0.0,0.0,0.0,35.0,0.0,0.0,594.0,559.0,Robledo,Albacete
02069,294.0,0.0,535.0,187.0,346.0,0.0,2927.0,1565.0,La Roda,Albacete
02070,0.0,0.0,30.0,0.0,0.0,0.0,152.0,122.0,Salobre,Albacete
02071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Pedro,Albacete
02072,0.0,0.0,83.0,0.0,66.0,0.0,364.0,215.0,Socovos,Albacete
02073,0.0,0.0,143.0,0.0,256.0,0.0,925.0,526.0,Tarazona de la Mancha,Albacete
02074,68.0,0.0,313.0,0.0,250.0,0.0,1782.0,1151.0,Tobarra,Albacete
02075,93.0,0.0,86.0,163.0,0.0,65.0,927.0,520.0,Valdeganga,Albacete
02076,0.0,0.0,47.0,0.0,0.0,0.0,175.0,128.0,Vianos,Albacete
02077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Villa de Ves,Albacete
02078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Villalgordo del Júcar,Albacete
02079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Villamalea,Albacete
02080,0.0,0.0,30.0,0.0,0.0,0.0,269.0,239.0,Villapalacios,Albacete
02081,501.0,88.0,907.0,452.0,469.0,75.0,4945.0,2453.0,Villarrobledo,Albacete
02082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Villatoya,Albacete
02083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Villavaliente,Albacete
02084,0.0,0.0,0.0,0.0,31.0,0.0,352.0,321.0,Villaverde de Guadalimar,Albacete
02085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Viveros,Albacete
02086,0.0,0.0,299.0,0.0,500.0,0.0,1465.0,666.0,Yeste,Albacete
02901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pozo Cañada,Albacete
03001,129.0,0.0,202.0,0.0,31.0,287.0,1057.0,408.0,L'Atzúbia,Alicante
03002,0.0,0.0,95.0,0.0,0.0,0.0,503.0,408.0,Agost,Alicante
03003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Agres,Alicante
03004,0.0,0.0,0.0,0.0,72.0,77.0,452.0,303.0,Aigües,Alicante
03005,251.0,0.0,388.0,130.0,331.0,775.0,3762.0,1887.0,Albatera,Alicante
03006,98.0,0.0,383.0,0.0,875.0,2317.0,4766.0,1093.0,Alcalalí,Alicante
03007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcocer de Planes,Alicante
03008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alcoleja,Alicante
03009,566.0,309.0,1444.0,253.0,1407.0,807.0,7759.0,2973.0,Alcoy/Alcoi,Alicante
03010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alfafara,Alicante
03011,1763.0,602.0,2845.0,411.0,7112.0,26370.0,66406.0,27303.0,L'Alfàs del Pi,Alicante
03012,284.0,0.0,451.0,0.0,773.0,8213.0,13509.0,3788.0,Algorfa,Alicante
03013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Algueña,Alicante
03014,19267.0,8430.0,41150.0,24256.0,15656.0,54982.0,307170.0,143429.0,Alicante/Alacant,Alicante
03015,442.0,110.0,959.0,94.0,911.0,6556.0,13068.0,3996.0,Almoradí,Alicante
03016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Almudaina,Alicante
03017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L'Alqueria d'Asnar,Alicante
03018,4217.0,1213.0,5969.0,863.0,10109.0,13186.0,62585.0,27028.0,Altea,Alicante
03019,448.0,33.0,879.0,53.0,1255.0,2057.0,6881.0,2156.0,Aspe,Alicante
03020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balones,Alicante
03021,0.0,0.0,30.0,0.0,0.0,0.0,344.0,314.0,Banyeres de Mariola,Alicante
03022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benasau,Alicante
03023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beneixama,Alicante
03024,0.0,0.0,48.0,0.0,0.0,89.0,773.0,636.0,Benejúzar,Alicante
03025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benferri,Alicante
03026,101.0,0.0,0.0,0.0,43.0,141.0,685.0,400.0,Beniarbeig,Alicante
03027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beniardá,Alicante
03028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beniarrés,Alicante
03029,0.0,0.0,35.0,0.0,101.0,129.0,719.0,454.0,Benigembla,Alicante
03030,401.0,0.0,126.0,0.0,184.0,785.0,1991.0,495.0,Benidoleig,Alicante
03031,7208.0,1946.0,21068.0,15089.0,13329.0,434916.0,594955.0,101399.0,Benidorm,Alicante
03032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benifallim,Alicante
03033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benifato,Alicante
03034,204.0,0.0,259.0,0.0,732.0,4169.0,7704.0,2340.0,Benijófar,Alicante
03035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benilloba,Alicante
03036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benillup,Alicante
03037,0.0,0.0,111.0,0.0,78.0,97.0,912.0,626.0,Benimantell,Alicante
03038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benimarfull,Alicante
03039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benimassot,Alicante
03040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benimeli,Alicante
03041,6438.0,550.0,6510.0,486.0,9280.0,13401.0,52991.0,16326.0,Benissa,Alicante
03042,2372.0,232.0,2364.0,117.0,3667.0,6849.0,22681.0,7080.0,"Benitachell/Poble Nou de Benitatxell, el",Alicante
03043,71.0,0.0,215.0,0.0,170.0,294.0,1296.0,546.0,Biar,Alicante
03044,0.0,0.0,0.0,0.0,0.0,149.0,291.0,142.0,Bigastro,Alicante
03045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bolulla,Alicante
03046,78.0,0.0,502.0,0.0,362.0,867.0,2327.0,518.0,Busot,Alicante
03047,11023.0,1318.0,14975.0,1202.0,10552.0,29565.0,111491.0,42856.0,Calp,Alicante
03048,451.0,0.0,1282.0,114.0,975.0,2799.0,8947.0,3326.0,Callosa d'en Sarrià,Alicante
03049,114.0,0.0,503.0,42.0,284.0,564.0,2645.0,1138.0,Callosa de Segura,Alicante
03050,3261.0,898.0,7833.0,1249.0,4332.0,11199.0,46520.0,17748.0,El Campello,Alicante
03051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Campo de Mirra/El Camp de Mirra,Alicante
03052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cañada,Alicante
03053,221.0,0.0,676.0,127.0,396.0,1548.0,4222.0,1254.0,Castalla,Alicante
03054,0.0,0.0,217.0,0.0,248.0,303.0,1295.0,527.0,Castell de Castells,Alicante
03055,192.0,0.0,383.0,0.0,352.0,2519.0,4926.0,1480.0,Catral,Alicante
03056,227.0,0.0,378.0,0.0,294.0,1000.0,3247.0,1348.0,Cocentaina,Alicante
03057,38.0,0.0,204.0,0.0,32.0,202.0,960.0,484.0,Confrides,Alicante
03058,31.0,0.0,273.0,0.0,145.0,259.0,1921.0,1213.0,Cox,Alicante
03059,729.0,125.0,2052.0,441.0,1124.0,2826.0,11424.0,4127.0,Crevillent,Alicante
03060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quatretondeta,Alicante
03061,33.0,0.0,80.0,0.0,197.0,997.0,2067.0,760.0,Daya Nueva,Alicante
03062,0.0,0.0,0.0,0.0,0.0,121.0,311.0,190.0,Daya Vieja,Alicante
03063,13678.0,2191.0,18672.0,1354.0,7818.0,16111.0,85731.0,25907.0,Dénia,Alicante
03064,274.0,0.0,434.0,0.0,497.0,2061.0,4897.0,1631.0,Dolores,Alicante
03065,7310.0,1895.0,14390.0,3353.0,8246.0,29679.0,121919.0,57046.0,Elche/Elx,Alicante
03066,574.0,166.0,892.0,163.0,474.0,733.0,5204.0,2202.0,Elda,Alicante
03067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Facheca,Alicante
03068,0.0,0.0,0.0,0.0,0.0,32.0,186.0,154.0,Famorca,Alicante
03069,1024.0,357.0,2969.0,668.0,2431.0,8572.0,26585.0,10564.0,Finestrat,Alicante
03070,50.0,0.0,30.0,0.0,262.0,1047.0,2341.0,952.0,Formentera del Segura,Alicante
03071,996.0,0.0,947.0,33.0,1594.0,5039.0,11050.0,2441.0,Gata de Gorgos,Alicante
03072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaianes,Alicante
03073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gorga,Alicante
03074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granja de Rocamora,Alicante
03075,0.0,0.0,520.0,0.0,328.0,381.0,2506.0,1277.0,El Castell de Guadalest,Alicante
03076,4370.0,409.0,3595.0,537.0,3137.0,9719.0,44562.0,22795.0,Guardamar del Segura,Alicante
03077,123.0,0.0,35.0,0.0,362.0,438.0,1756.0,798.0,El Fondó de les Neus/El Hondón de las Nieves,Alicante
03078,0.0,0.0,32.0,0.0,753.0,1482.0,2971.0,704.0,Hondón de los Frailes,Alicante
03079,279.0,0.0,559.0,230.0,301.0,292.0,2937.0,1276.0,Ibi,Alicante
03080,0.0,0.0,0.0,0.0,0.0,274.0,714.0,440.0,Jacarilla,Alicante
03081,51.0,0.0,162.0,0.0,603.0,739.0,2386.0,831.0,Xaló,Alicante
03082,8119.0,3450.0,12815.0,4261.0,20351.0,41728.0,124807.0,34083.0,Jávea/Xàbia,Alicante
03083,250.0,0.0,641.0,91.0,524.0,785.0,4110.0,1819.0,Jijona/Xixona,Alicante
03084,0.0,0.0,30.0,0.0,0.0,0.0,163.0,133.0,Lorcha/L'Orxa,Alicante
03085,72.0,0.0,290.0,0.0,787.0,790.0,2940.0,1001.0,Llíber,Alicante
03086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Millena,Alicante
03088,196.0,72.0,443.0,32.0,276.0,847.0,3098.0,1232.0,Monforte del Cid,Alicante
03089,151.0,0.0,473.0,37.0,576.0,1816.0,4392.0,1339.0,Monóvar/Monòver,Alicante
03090,792.0,228.0,2442.0,254.0,1179.0,2353.0,11578.0,4330.0,Mutxamel,Alicante
03091,0.0,0.0,57.0,41.0,118.0,296.0,983.0,471.0,Murla,Alicante
03092,164.0,0.0,321.0,0.0,311.0,477.0,2189.0,916.0,Muro de Alcoy,Alicante
03093,613.0,135.0,865.0,214.0,411.0,959.0,5286.0,2089.0,Novelda,Alicante
03094,1258.0,220.0,1663.0,261.0,3174.0,4526.0,21086.0,9984.0,La Nucia,Alicante
03095,947.0,30.0,870.0,43.0,727.0,1369.0,5730.0,1744.0,Ondara,Alicante
03096,34.0,0.0,123.0,0.0,144.0,170.0,1005.0,534.0,Onil,Alicante
03097,415.0,39.0,406.0,41.0,626.0,2336.0,4815.0,952.0,Orba,Alicante
03098,33.0,0.0,112.0,0.0,209.0,379.0,1520.0,787.0,Orxeta,Alicante
03099,12324.0,1572.0,11541.0,1496.0,10408.0,119561.0,312473.0,155571.0,Orihuela,Alicante
03100,0.0,0.0,189.0,0.0,335.0,644.0,1742.0,574.0,Parcent,Alicante
03101,1734.0,287.0,1794.0,196.0,2204.0,4055.0,13797.0,3527.0,Pedreguer,Alicante
03102,839.0,0.0,988.0,0.0,533.0,1179.0,5098.0,1559.0,Pego,Alicante
03103,0.0,0.0,0.0,0.0,38.0,0.0,435.0,397.0,Penàguila,Alicante
03104,254.0,0.0,515.0,70.0,194.0,420.0,2670.0,1217.0,Petrer,Alicante
03105,30.0,0.0,177.0,0.0,540.0,1419.0,3229.0,1063.0,El Pinós/Pinoso,Alicante
03106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Planes,Alicante
03107,369.0,0.0,630.0,32.0,647.0,1147.0,5415.0,2590.0,Polop,Alicante
03109,0.0,0.0,35.0,0.0,0.0,208.0,713.0,470.0,Rafal,Alicante
03110,589.0,0.0,438.0,0.0,232.0,420.0,2346.0,667.0,El Ràfol d'Almúnia,Alicante
03111,0.0,0.0,130.0,0.0,0.0,0.0,537.0,407.0,Redován,Alicante
03112,38.0,0.0,203.0,0.0,447.0,1354.0,3301.0,1259.0,Relleu,Alicante
03113,2393.0,128.0,2146.0,32.0,4903.0,29146.0,63608.0,24860.0,Rojales,Alicante
03114,47.0,0.0,193.0,0.0,542.0,857.0,2512.0,873.0,La Romana,Alicante
03115,0.0,0.0,34.0,0.0,0.0,40.0,539.0,465.0,Sagra,Alicante
03116,0.0,0.0,0.0,0.0,119.0,154.0,725.0,452.0,Salinas,Alicante
03117,0.0,0.0,0.0,0.0,40.0,204.0,274.0,30.0,Sanet y Negrals,Alicante
03118,2999.0,36.0,2225.0,112.0,2482.0,13517.0,30678.0,9307.0,San Fulgencio,Alicante
03119,736.0,267.0,2184.0,451.0,894.0,2977.0,12332.0,4823.0,Sant Joan d'Alacant,Alicante
03120,1363.0,71.0,1389.0,38.0,1415.0,12551.0,25621.0,8794.0,San Miguel de Salinas,Alicante
03121,3346.0,719.0,7373.0,1156.0,2773.0,15451.0,59088.0,28270.0,Santa Pola,Alicante
03122,948.0,491.0,1810.0,456.0,647.0,1247.0,9618.0,4019.0,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante
03123,127.0,0.0,322.0,0.0,321.0,1121.0,2586.0,695.0,Sax,Alicante
03124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sella,Alicante
03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Senija,Alicante
03127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tàrbena,Alicante
03128,6090.0,678.0,5476.0,443.0,12249.0,27343.0,67641.0,15362.0,Teulada,Alicante
03129,71.0,0.0,412.0,0.0,279.0,274.0,1786.0,750.0,Tibi,Alicante
03130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tollos,Alicante
03131,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,Tormos,Alicante
03132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torremanzanas/la Torre de les Maçanes,Alicante
03133,20226.0,2052.0,17897.0,2497.0,10860.0,56422.0,279747.0,169793.0,Torrevieja,Alicante
03134,0.0,0.0,35.0,0.0,0.0,0.0,392.0,357.0,La Vall d'Alcalà,Alicante
03135,0.0,0.0,33.0,0.0,0.0,0.0,104.0,71.0,La Vall d'Ebo,Alicante
03136,0.0,0.0,245.0,0.0,122.0,264.0,1019.0,388.0,Vall de Gallinera,Alicante
03137,62.0,0.0,39.0,122.0,0.0,90.0,865.0,552.0,La Vall de Laguar,Alicante
03138,1355.0,0.0,1004.0,0.0,389.0,760.0,4756.0,1248.0,El Verger,Alicante
03139,2637.0,610.0,6136.0,1257.0,2924.0,14552.0,48278.0,20162.0,Villajoyosa/La Vila Joiosa,Alicante
03140,684.0,271.0,1981.0,778.0,1027.0,1594.0,10852.0,4517.0,Villena,Alicante
03901,1645.0,0.0,1187.0,32.0,369.0,880.0,5846.0,1733.0,Els Poblets,Alicante
03902,2855.0,358.0,2088.0,295.0,2050.0,15152.0,48860.0,26062.0,Pilar de la Horadada,Alicante
03903,565.0,0.0,547.0,0.0,704.0,5791.0,11581.0,3974.0,Los Montesinos,Alicante
03904,67.0,106.0,258.0,0.0,213.0,329.0,1993.0,1020.0,San Isidro,Alicante
04001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abla,Almería
04002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Abrucena,Almería
